item,itemLabel,country,countryLabel,place,placeLabel,language,languageLabel,pic,offurl
http://www.wikidata.org/entity/Q3785307,Heroldo de Esperanto,,,,,http://www.wikidata.org/entity/Q143,Esperanto,,http://www.heroldodeesperanto.com
http://www.wikidata.org/entity/Q3788993,Q3788993,,,,,http://www.wikidata.org/entity/Q150,French,,http://lavallee.netweek.it/
http://www.wikidata.org/entity/Q3788993,Q3788993,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://lavallee.netweek.it/
http://www.wikidata.org/entity/Q3792500,Namasthe Telangana,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q8097,Telugu,http://commons.wikimedia.org/wiki/Special:FilePath/Namasthe%20Telangaana%20logo.jpg,https://epaper.ntnews.com/
http://www.wikidata.org/entity/Q3792687,Il Firenze,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://www.ilfirenze.it/
http://www.wikidata.org/entity/Q3792824,Il Napoli,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://www.ilnapoli.sm/
http://www.wikidata.org/entity/Q3804150,Italia Oggi,http://www.wikidata.org/entity/Q38,Italy,,,http://www.wikidata.org/entity/Q652,Italian,http://commons.wikimedia.org/wiki/Special:FilePath/Italia%20oggi%20logo.svg,http://www.italiaoggi.it/
http://www.wikidata.org/entity/Q3806981,Janasadharan,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q29401,Assamese,,http://janasadharan.in/
http://www.wikidata.org/entity/Q3809113,Inext,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q1568,Hindi,,https://www.inextlive.com/
http://www.wikidata.org/entity/Q3809207,Sudharma,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q11059,Sanskrit,,http://sudharmasanskritdaily.in
http://www.wikidata.org/entity/Q3809236,State Times,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q1860,English,,https://www.statetimes.in/
http://www.wikidata.org/entity/Q3809300,Beed Reporter,,,,,,,,http://www.beedreporter.com/
http://www.wikidata.org/entity/Q3809312,Karavali Ale,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q33673,Kannada,,http://karavaliale.net/
http://www.wikidata.org/entity/Q3809848,Islamic Republican,,,,,http://www.wikidata.org/entity/Q9168,Persian,http://commons.wikimedia.org/wiki/Special:FilePath/Jomhouri%20Eslami%20logo%20%28bloody%20version%29.svg,http://www.jomhourieslami.com/
http://www.wikidata.org/entity/Q3817989,L'Avvenire dei Lavoratori,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://www.avvenirelavoratori.eu
http://www.wikidata.org/entity/Q3817993,L'Eco di Bergamo,,,,,http://www.wikidata.org/entity/Q652,Italian,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20eco%20di%20bergamo.svg,http://edicoladigitale.ecodibergamo.it/sesaab/
http://www.wikidata.org/entity/Q3817993,L'Eco di Bergamo,,,,,http://www.wikidata.org/entity/Q652,Italian,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20eco%20di%20bergamo.svg,http://www.ecodibergamo.it/
http://www.wikidata.org/entity/Q3817993,L'Eco di Bergamo,,,,,http://www.wikidata.org/entity/Q652,Italian,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20eco%20di%20bergamo.svg,https://www.ecodibergamo.it/publisher/eppen/eco_cafe/section/
http://www.wikidata.org/entity/Q3821023,La Opinión de Tenerife,,,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.laopinion.es
http://www.wikidata.org/entity/Q3821189,La Sibilla,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://www.lasibilla.altervista.org
http://www.wikidata.org/entity/Q3821305,La Voce Repubblicana,,,,,http://www.wikidata.org/entity/Q652,Italian,,https://vocerepubblicana.it/
http://www.wikidata.org/entity/Q3822233,Regió7,,,,,http://www.wikidata.org/entity/Q7026,Catalan,http://commons.wikimedia.org/wiki/Special:FilePath/Regi%C3%B37%20logo.svg,http://www.regio7.cat/
http://www.wikidata.org/entity/Q3834936,Listín Diario,http://www.wikidata.org/entity/Q786,Dominican Republic,,,,,,http://www.listindiario.com
http://www.wikidata.org/entity/Q3843205,Magill,,,,,http://www.wikidata.org/entity/Q1860,English,,http://www.magill.ie/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://messaggerosantantonio.it/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://omensageiro.org.br/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://santoantonio.live/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://www.mesagerulsfantulanton.com/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://www.messagerdesaintantoine.com/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://www.messengersaintanthony.com/
http://www.wikidata.org/entity/Q3855322,Messenger of Saint Anthony,,,,,,,,https://www.sendbote.com/
http://www.wikidata.org/entity/Q3866831,Rajasthan Patrika,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q1568,Hindi,http://commons.wikimedia.org/wiki/Special:FilePath/Rajasthan%20Patrika%20Logo.svg,https://www.patrika.com
http://www.wikidata.org/entity/Q3873464,Navy News,,,,,http://www.wikidata.org/entity/Q1860,English,,https://www.navynews.co.uk
http://www.wikidata.org/entity/Q3892263,Q3892263,,,,,http://www.wikidata.org/entity/Q13389,Bashkir,,http://www.ye02.ru/
http://www.wikidata.org/entity/Q3892272,Q3892272,,,,,http://www.wikidata.org/entity/Q13389,Bashkir,,http://yanshishma.ru/
http://www.wikidata.org/entity/Q3899899,Perini Journal,,,,,http://www.wikidata.org/entity/Q652,Italian,,http://www.perinijournal.com
http://www.wikidata.org/entity/Q3910677,The Morning Call,,,http://www.wikidata.org/entity/Q142811,Allentown,http://www.wikidata.org/entity/Q1860,English,,http://mcall.com/
http://www.wikidata.org/entity/Q3916529,Janayugom,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q36236,Malayalam,,http://www.janayugomonline.com/
http://www.wikidata.org/entity/Q3916600,Metro Vaartha,,,,,http://www.wikidata.org/entity/Q36236,Malayalam,,http://www.metrovaartha.com/
http://www.wikidata.org/entity/Q3917138,News.nl,,,,,http://www.wikidata.org/entity/Q7411,Dutch,,http://www.news.nl/
http://www.wikidata.org/entity/Q3917245,Narodnaja Volya,http://www.wikidata.org/entity/Q184,Belarus,,,http://www.wikidata.org/entity/Q9091,Belarusian,,http://www.nv-online.info
http://www.wikidata.org/entity/Q3917258,The Des Moines Register,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q39709,Des Moines,http://www.wikidata.org/entity/Q1860,English,,http://www.desmoinesregister.com
http://www.wikidata.org/entity/Q3918527,Tatobay,http://www.wikidata.org/entity/Q889,Afghanistan,,,http://www.wikidata.org/entity/Q58680,Pashto,,http://tatobaynews.com/
http://www.wikidata.org/entity/Q3919069,Litaratura i mastactva,,,,,http://www.wikidata.org/entity/Q9091,Belarusian,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9B%D0%B0%D0%B3%D0%B0%D1%82%D1%8B%D0%BF%20%D0%B3%D0%B0%D0%B7%D0%B5%D1%82%D1%8B%20%C2%AB%D0%9B%D1%96%D1%82%D0%B0%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%20%D1%96%20%D0%BC%D0%B0%D1%81%D1%82%D0%B0%D1%86%D1%82%D0%B2%D0%B0%C2%BB.jpg,http://zviazda.by/be/edition/litaratura-i-mastactva
http://www.wikidata.org/entity/Q3919093,pressball.by,http://www.wikidata.org/entity/Q184,Belarus,,,http://www.wikidata.org/entity/Q7737,Russian,,https://www.pressball.by/
http://www.wikidata.org/entity/Q3919613,Belorusskaya Delovaya Gazeta,,,http://www.wikidata.org/entity/Q16601763,Smoleńsk,http://www.wikidata.org/entity/Q7737,Russian,,http://bdg.by
http://www.wikidata.org/entity/Q3921382,NEWZ Bangla,http://www.wikidata.org/entity/Q668,India,,,,,,http://news-bangla.com/
http://www.wikidata.org/entity/Q3935468,Ganashakti,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q9610,Bengali,,http://www.ganashakti.com
http://www.wikidata.org/entity/Q3935555,Daily Desher Katha,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q170454,Agartala,http://www.wikidata.org/entity/Q9610,Bengali,,http://www.dailydesherkatha.com
http://www.wikidata.org/entity/Q3935648,Ganadabi,http://www.wikidata.org/entity/Q668,India,,,,,,http://www.ganadabi.in/
http://www.wikidata.org/entity/Q3946733,San Antonio Express-News,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q975,San Antonio,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Antonio%20Express-News%20logo.svg,http://expressnews.com
http://www.wikidata.org/entity/Q3960357,Asomiya Khobor,,,,,http://www.wikidata.org/entity/Q29401,Assamese,,http://www.assamiyakhabor.com
http://www.wikidata.org/entity/Q3985721,The Assam Tribune,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Assam%20Tribune%20logo.svg,http://www.assamtribune.com
http://www.wikidata.org/entity/Q3985843,Belfast Telegraph,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q10686,Belfast,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Logo-belfast.png,http://www.belfasttelegraph.co.uk
http://www.wikidata.org/entity/Q3987193,UWO Gazette,http://www.wikidata.org/entity/Q16,Canada,,,http://www.wikidata.org/entity/Q1860,English,,http://www.westerngazette.ca/
http://www.wikidata.org/entity/Q3988514,The North East Times,,,,,http://www.wikidata.org/entity/Q1860,English,,http://net.glpublications.in/
http://www.wikidata.org/entity/Q3988817,The Press Democrat,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q212991,Santa Rosa,http://www.wikidata.org/entity/Q1860,English,,http://pressdemocrat.com
http://www.wikidata.org/entity/Q3988817,The Press Democrat,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q212991,Santa Rosa,http://www.wikidata.org/entity/Q1860,English,,http://www.pressdemocrat.com
http://www.wikidata.org/entity/Q3989252,The Shillong Times,,,,,http://www.wikidata.org/entity/Q1860,English,,http://theshillongtimes.com/
http://www.wikidata.org/entity/Q3989726,Tuscaloosa News,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q79580,Tuscaloosa,http://www.wikidata.org/entity/Q1860,English,,https://www.tuscaloosanews.com/
http://www.wikidata.org/entity/Q3997077,Trabajadores,,,,,http://www.wikidata.org/entity/Q1321,Spanish,http://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20del%20peri%C3%B3dico%20Trabajadores.png,http://www.trabajadores.cu
http://www.wikidata.org/entity/Q3997077,Trabajadores,,,,,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20del%20peri%C3%B3dico%20Trabajadores.png,http://www.trabajadores.cu
http://www.wikidata.org/entity/Q4022309,Amar Asom,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q29401,Assamese,,http://amarasom.glpublications.in/
http://www.wikidata.org/entity/Q4022319,Asomiya Pratidin,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q29401,Assamese,,http://www.asomiyapratidin.in/
http://www.wikidata.org/entity/Q4029118,168 Hours,http://www.wikidata.org/entity/Q159,Russia,,,,,,http://www.168.ru
http://www.wikidata.org/entity/Q4029935,2000 (newspaper),,,,,http://www.wikidata.org/entity/Q7737,Russian,http://commons.wikimedia.org/wiki/Special:FilePath/2000ua%20logo.svg,http://www.2000.ua/
http://www.wikidata.org/entity/Q4029935,2000 (newspaper),,,,,http://www.wikidata.org/entity/Q8798,Ukrainian,http://commons.wikimedia.org/wiki/Special:FilePath/2000ua%20logo.svg,http://www.2000.ua/
http://www.wikidata.org/entity/Q4035078,Bhutan Today,,,http://www.wikidata.org/entity/Q9270,Thimphu,http://www.wikidata.org/entity/Q33081,Dzongkha,,http://bhutantoday.bt
http://www.wikidata.org/entity/Q4036124,China Economic Review,,,,,http://www.wikidata.org/entity/Q1860,English,,http://chinaeconomicreview.com/
http://www.wikidata.org/entity/Q4037988,Elektrooniline Riigi Teataja,http://www.wikidata.org/entity/Q191,Estonia,,,,,,https://www.riigiteataja.ee/ert/ert.jsp
http://www.wikidata.org/entity/Q4038428,The eXile,,,,,http://www.wikidata.org/entity/Q1860,English,,http://exiledonline.com/
http://www.wikidata.org/entity/Q4038455,Expresso das Ilhas,http://www.wikidata.org/entity/Q1011,Cape Verde,,,http://www.wikidata.org/entity/Q5146,Portuguese,,https://expressodasilhas.cv
http://www.wikidata.org/entity/Q4038455,Expresso das Ilhas,http://www.wikidata.org/entity/Q1011,Cape Verde,,,http://www.wikidata.org/entity/Q35963,Cape Verdean Creole,,https://expressodasilhas.cv
http://www.wikidata.org/entity/Q4039290,Gaudeamus (newspaper),http://www.wikidata.org/entity/Q159,Russia,,,,,,http://www.gaude.ru/
http://www.wikidata.org/entity/Q4039489,Global Finance,,,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q1860,English,,http://www.gfmag.com
http://www.wikidata.org/entity/Q4040556,Helsinki Times,http://www.wikidata.org/entity/Q33,Finland,,,http://www.wikidata.org/entity/Q1860,English,,http://www.helsinkitimes.fi/
http://www.wikidata.org/entity/Q4042395,Kárpáti Igaz Szó,,,,,http://www.wikidata.org/entity/Q9067,Hungarian,,https://kiszo.net/
http://www.wikidata.org/entity/Q4042996,Chandrika,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q36236,Malayalam,,https://www.chandrikadaily.com/
http://www.wikidata.org/entity/Q4045103,Neatkarīgā Rīta Avīze,http://www.wikidata.org/entity/Q211,Latvia,,,http://www.wikidata.org/entity/Q9078,Latvian,,http://www.nra.lv
http://www.wikidata.org/entity/Q4045739,Oma Mua,,,,,http://www.wikidata.org/entity/Q36584,Livvi-Karelian,,https://omamedia.ru/publication/oma_mua/
http://www.wikidata.org/entity/Q4048611,Russia Beyond,http://www.wikidata.org/entity/Q159,Russia,,,http://www.wikidata.org/entity/Q150,French,http://commons.wikimedia.org/wiki/Special:FilePath/Russia%20Beyond%20The%20Headlines.jpg,https://www.rbth.com/
http://www.wikidata.org/entity/Q4048611,Russia Beyond,http://www.wikidata.org/entity/Q159,Russia,,,http://www.wikidata.org/entity/Q652,Italian,http://commons.wikimedia.org/wiki/Special:FilePath/Russia%20Beyond%20The%20Headlines.jpg,https://www.rbth.com/
http://www.wikidata.org/entity/Q4048611,Russia Beyond,http://www.wikidata.org/entity/Q159,Russia,,,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Russia%20Beyond%20The%20Headlines.jpg,https://www.rbth.com/
http://www.wikidata.org/entity/Q4048611,Russia Beyond,http://www.wikidata.org/entity/Q159,Russia,,,http://www.wikidata.org/entity/Q5287,Japanese,http://commons.wikimedia.org/wiki/Special:FilePath/Russia%20Beyond%20The%20Headlines.jpg,https://www.rbth.com/
http://www.wikidata.org/entity/Q4050016,Stamford Mercury,,,,,,,,http://www.stamfordmercury.co.uk
http://www.wikidata.org/entity/Q4051033,The Daily News Journal,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q501766,Murfreesboro,http://www.wikidata.org/entity/Q1860,English,,https://www.dnj.com
http://www.wikidata.org/entity/Q4051135,The Jackson Sun,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q985409,Jackson,,,,http://Jacksonsun.com
http://www.wikidata.org/entity/Q4051144,The Kazan Herald,,,,,http://www.wikidata.org/entity/Q1860,English,,https://thekazanherald.ru/
http://www.wikidata.org/entity/Q4051209,The New Hampshire Gazette,,,http://www.wikidata.org/entity/Q49191,Portsmouth,http://www.wikidata.org/entity/Q1860,English,,http://nhgazette.com/
http://www.wikidata.org/entity/Q4051479,Tiempos del Mundo,,,,,,,,http://www.tdm.com/
http://www.wikidata.org/entity/Q4052687,Q4052687,,,,,http://www.wikidata.org/entity/Q33557,Karelian,,http://vienan.rkperiodika.ru
http://www.wikidata.org/entity/Q4052687,Q4052687,,,,,http://www.wikidata.org/entity/Q747153,Karelian,,http://vienan.rkperiodika.ru
http://www.wikidata.org/entity/Q4055333,Q4055333,,,,,,,,http://www.budakosh.by/
http://www.wikidata.org/entity/Q4055335,Q4055335,,,,,http://www.wikidata.org/entity/Q33348,Chuvash,,http://www.avangard.cap.ru
http://www.wikidata.org/entity/Q6067181,Iranian.com,,,,,,,,http://www.iranian.com
http://www.wikidata.org/entity/Q6070252,Iris Oifigiúil,http://www.wikidata.org/entity/Q27,Republic of Ireland,,,http://www.wikidata.org/entity/Q1860,English,,http://www.irisoifigiuil.ie
http://www.wikidata.org/entity/Q6070453,IrishCentral,,,,,http://www.wikidata.org/entity/Q1860,English,,https://www.irishcentral.com/
http://www.wikidata.org/entity/Q6070683,Irish Daily Star,,,,,,,,https://thestar.ie/
http://www.wikidata.org/entity/Q6071332,Irish Voice,,,http://www.wikidata.org/entity/Q60,New York City,,,,http://www.irishvoice.com
http://www.wikidata.org/entity/Q6073303,Ironton Tribune,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q1004236,Ironton,http://www.wikidata.org/entity/Q1860,English,,http://irontontribune.com
http://www.wikidata.org/entity/Q6073303,Ironton Tribune,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q1004236,Ironton,http://www.wikidata.org/entity/Q1860,English,,http://www.irontontribune.com
http://www.wikidata.org/entity/Q6073344,Ironwood Daily Globe,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q2002936,Ironwood,,,,http://www.yourdailyglobe.com
http://www.wikidata.org/entity/Q6077569,Yeni Akit,http://www.wikidata.org/entity/Q43,Turkey,,,http://www.wikidata.org/entity/Q256,Turkish,,http://www.yeniakit.com.tr/
http://www.wikidata.org/entity/Q6079233,SoL,,,,,http://www.wikidata.org/entity/Q256,Turkish,,http://www.sol.org.tr
http://www.wikidata.org/entity/Q6082816,Star Gazetesi,http://www.wikidata.org/entity/Q43,Turkey,,,http://www.wikidata.org/entity/Q256,Turkish,,https://www.star.com.tr/
http://www.wikidata.org/entity/Q6083138,Island Gazette,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q1044392,Carolina Beach,,,,http://www.islandgazette.net
http://www.wikidata.org/entity/Q6084102,Isle of Wight County Press,,,,,,,,http://iwcp.co.uk
http://www.wikidata.org/entity/Q6084365,Islington Gazette,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q125163,Islington,http://www.wikidata.org/entity/Q1860,English,,https://www.islingtongazette.co.uk/
http://www.wikidata.org/entity/Q6084365,Islington Gazette,http://www.wikidata.org/entity/Q174193,United Kingdom of Great Britain and Ireland,http://www.wikidata.org/entity/Q125163,Islington,http://www.wikidata.org/entity/Q1860,English,,https://www.islingtongazette.co.uk/
http://www.wikidata.org/entity/Q6085235,Workers' Press,http://www.wikidata.org/entity/Q414,Argentina,,,http://www.wikidata.org/entity/Q1321,Spanish,http://commons.wikimedia.org/wiki/Special:FilePath/Prensaobrera-logo.png,https://prensaobrera.com/
http://www.wikidata.org/entity/Q6085455,Q6085455,http://www.wikidata.org/entity/Q183,Germany,,,http://www.wikidata.org/entity/Q188,German,,http://www.turkeikurier.com/
http://www.wikidata.org/entity/Q6088868,Isthmus,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q43788,Madison,http://www.wikidata.org/entity/Q7976,American English,,https://isthmus.com/
http://www.wikidata.org/entity/Q6095315,Itä-Häme,,,,,http://www.wikidata.org/entity/Q1412,Finnish,http://commons.wikimedia.org/wiki/Special:FilePath/It%C3%A4-H%C3%A4me%20logo.svg,http://www.itahame.fi/
http://www.wikidata.org/entity/Q6103861,J.,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q62,San Francisco,http://www.wikidata.org/entity/Q1860,English,,http://www.jweekly.com/
http://www.wikidata.org/entity/Q6112939,Jornal do Cidadão,http://www.wikidata.org/entity/Q148,People's Republic of China,,,,,,http://www.shimindaily.net/v1/
http://www.wikidata.org/entity/Q6113238,Hong Kong Commercial Daily,http://www.wikidata.org/entity/Q148,People's Republic of China,,,,,,http://www.hkcd.com
http://www.wikidata.org/entity/Q6116988,Jackson Citizen Patriot,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q984374,Jackson,,,,http://www.mlive.com/citpat/
http://www.wikidata.org/entity/Q6117106,Jackson Free Press,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q28198,Jackson,,,,http://jacksonfreepress.com
http://www.wikidata.org/entity/Q6117946,Jacksonville Daily News,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q986369,Jacksonville,,,,http://www.jdnews.com/
http://www.wikidata.org/entity/Q6117948,Jacksonville Daily Progress,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q685644,Jacksonville,,,,http://www.jacksonvilleprogress.com
http://www.wikidata.org/entity/Q6118237,Q6118237,http://www.wikidata.org/entity/Q414,Argentina,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.sanjuan8.com
http://www.wikidata.org/entity/Q6122008,Jag Bani,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q58635,Punjabi,,https://jagbani.punjabkesari.in/
http://www.wikidata.org/entity/Q6122711,Jago Bangla,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q9610,Bengali,,https://aitmc.org/jagobangla.php
http://www.wikidata.org/entity/Q6122711,Jago Bangla,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q9610,Bengali,,https://epaper.jagobangla.in/
http://www.wikidata.org/entity/Q6123373,Jai Hind,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q5137,Gujarati,,http://www.jaihindnewspaper.com
http://www.wikidata.org/entity/Q6123552,Jaijaidin,,,,,http://www.wikidata.org/entity/Q9610,Bengali,,http://jjdin.com/
http://www.wikidata.org/entity/Q6124660,El Tiempo Weekly,,,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.eltiemposemanario.com.ar
http://www.wikidata.org/entity/Q6127026,Jam-e-Jamshed,,,,,http://www.wikidata.org/entity/Q1860,English,,https://www.epaper-hub.com/india/jam-e-jamshed.aspx
http://www.wikidata.org/entity/Q6127026,Jam-e-Jamshed,,,,,http://www.wikidata.org/entity/Q5137,Gujarati,,https://www.epaper-hub.com/india/jam-e-jamshed.aspx
http://www.wikidata.org/entity/Q6136047,Suplemento Literario Télam,http://www.wikidata.org/entity/Q414,Argentina,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://slt.telam.com.ar/
http://www.wikidata.org/entity/Q6137740,Tabasco Hoy,http://www.wikidata.org/entity/Q96,Mexico,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.tabascohoy.com.mx
http://www.wikidata.org/entity/Q6146255,Jamestown News,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q2026580,Jamestown,http://www.wikidata.org/entity/Q1860,English,,http://www.jamestownnews.com
http://www.wikidata.org/entity/Q6146264,Jamestown Sun,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q1052658,Jamestown,,,,http://www.jamestownsun.com
http://www.wikidata.org/entity/Q6146480,Tiempo Argentino,,,,,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.tiempoar.com.ar
http://www.wikidata.org/entity/Q6150847,Janathavani,http://www.wikidata.org/entity/Q668,India,,,http://www.wikidata.org/entity/Q33673,Kannada,,http://janathavani.com/epaper/
http://www.wikidata.org/entity/Q6157218,unomásuno,,,,,http://www.wikidata.org/entity/Q1321,Spanish,http://commons.wikimedia.org/wiki/Special:FilePath/Unomasuno.png,http://www.unomasuno.com.mx
http://www.wikidata.org/entity/Q6163899,Jasper Booster,http://www.wikidata.org/entity/Q16,Canada,,,,,,http://www.jasperbooster.com/
http://www.wikidata.org/entity/Q6166493,Washington Hispanic,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q755741,Silver Spring,http://www.wikidata.org/entity/Q1321,Spanish,,http://www.washingtonhispanic.com/
http://www.wikidata.org/entity/Q6175024,Última Hora,http://www.wikidata.org/entity/Q733,Paraguay,,,http://www.wikidata.org/entity/Q1321,Spanish,http://commons.wikimedia.org/wiki/Special:FilePath/Uhora%20logos.jpg,http://www.ultimahora.com/
http://www.wikidata.org/entity/Q6175569,Jefferson Post,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q2028357,West Jefferson,,,,http://www.jeffersonpost.com/
http://www.wikidata.org/entity/Q6184823,Jersey County Journal,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q578496,Jerseyville,,,,http://www.jerseycountyjournal.com/
http://www.wikidata.org/entity/Q6189902,Jewish News of Greater Phoenix,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q16556,Phoenix,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Jewish%20News%20AZ%20logo.jpg,http://jewishaz.com
http://www.wikidata.org/entity/Q6189902,Jewish News of Greater Phoenix,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q16556,Phoenix,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Jewish%20News%20AZ%20logo.jpg,http://www.jewishaz.com/
http://www.wikidata.org/entity/Q6189925,Jewish Report,,,,,,,,http://www.sajewishreport.co.za
http://www.wikidata.org/entity/Q6189926,Jewish Review,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q6106,Portland,,,,http://www.jewishreview.org/
http://www.wikidata.org/entity/Q6189954,Jewish Standard,,,http://www.wikidata.org/entity/Q991387,Teaneck,http://www.wikidata.org/entity/Q1860,English,http://commons.wikimedia.org/wiki/Special:FilePath/Jewish%20Standard%20logo.jpg,https://jewishstandard.timesofisrael.com/
http://www.wikidata.org/entity/Q6189961,Jewish Telegraph,,,,,,,,http://www.jewishtelegraph.com/
http://www.wikidata.org/entity/Q6278980,Jornal Horizonte,http://www.wikidata.org/entity/Q1011,Cape Verde,,,,,,http://www.jhorizonte.com/
http://www.wikidata.org/entity/Q6278982,Jornal O Cidadão,http://www.wikidata.org/entity/Q1011,Cape Verde,,,http://www.wikidata.org/entity/Q5146,Portuguese,,http://www.hostultra.com/~caboverde/cidadao/index.htm
http://www.wikidata.org/entity/Q6278997,Jornal dos Sports,http://www.wikidata.org/entity/Q155,Brazil,,,http://www.wikidata.org/entity/Q5146,Portuguese,,http://jsports.uol.com.br/
http://www.wikidata.org/entity/Q6294648,Journal-Courier,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q577853,Jacksonville,,,,http://www.myjournalcourier.com
http://www.wikidata.org/entity/Q6294663,Journal Inquirer,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q753909,Paris,,,,http://www.journalinquirer.com
http://www.wikidata.org/entity/Q6294670,Journal Press,,,,,http://www.wikidata.org/entity/Q1860,English,,http://www.journalpress.com
